  QueueTimes | ServiceTimes | SojournTimes
       0.110 |      823.831 |      823.942
       0.099 |      906.642 |      906.741
       0.118 |     1084.628 |     1084.746
       0.110 |     1855.852 |     1855.962
       0.117 |      662.489 |      662.606
       0.117 |      584.589 |      584.706
       0.111 |     1050.962 |     1051.073
       0.113 |      731.492 |      731.605
       9.744 |     1128.567 |     1138.310
       0.078 |     1804.136 |     1804.214
       0.347 |     1181.375 |     1181.722
      52.570 |      623.850 |      676.420
       0.103 |      314.781 |      314.884
       0.081 |      610.290 |      610.371
       0.105 |      282.861 |      282.967
       0.096 |      675.997 |      676.094
       0.104 |      788.310 |      788.415
       0.120 |      813.413 |      813.532
      25.940 |      919.604 |      945.543
       0.087 |      570.271 |      570.358
       0.106 |      567.024 |      567.130
       0.112 |     1341.554 |     1341.666
       0.123 |      707.402 |      707.526
       0.106 |      889.826 |      889.932
       0.089 |      730.124 |      730.213
       0.113 |      895.946 |      896.059
       0.104 |      607.804 |      607.908
       0.103 |     1139.893 |     1139.995
       0.093 |     1163.972 |     1164.065
       0.092 |     2372.880 |     2372.972
       0.110 |      868.620 |      868.730
       0.075 |      944.547 |      944.622
       0.071 |     1331.963 |     1332.034
       0.089 |      688.975 |      689.064
       0.087 |     1066.662 |     1066.749
       0.082 |     1755.533 |     1755.615
       0.101 |      152.422 |      152.523
       0.129 |     2614.814 |     2614.944
       0.117 |      722.572 |      722.690
       0.100 |      712.654 |      712.754
       0.093 |      617.826 |      617.919
       0.114 |     2297.270 |     2297.385
       0.070 |     1108.627 |     1108.697
       0.093 |     1106.587 |     1106.681
       0.112 |      718.003 |      718.114
       0.097 |      574.680 |      574.777
       0.108 |     1535.316 |     1535.424
       0.096 |      308.538 |      308.634
       0.128 |      298.498 |      298.626
       0.062 |      468.798 |      468.860
       0.094 |      588.997 |      589.091
       0.167 |      509.236 |      509.402
       0.104 |      803.891 |      803.995
       0.123 |     1769.871 |     1769.994
       0.107 |      195.725 |      195.832
       0.108 |      591.711 |      591.820
       0.104 |      494.121 |      494.224
       0.125 |      510.016 |      510.141
       0.122 |      831.464 |      831.586
       0.089 |      282.151 |      282.240
       0.116 |      248.058 |      248.174
       0.122 |      520.985 |      521.107
       0.112 |     1596.682 |     1596.794
       0.075 |      592.795 |      592.869
       0.101 |      934.240 |      934.340
       0.115 |     1043.277 |     1043.392
       0.106 |      282.857 |      282.963
       0.094 |     1123.726 |     1123.820
     368.789 |      630.384 |      999.173
     150.149 |      811.399 |      961.548
       0.076 |      377.161 |      377.237
       0.112 |     1243.306 |     1243.418
       0.100 |      789.074 |      789.175
       0.083 |     2352.425 |     2352.508
       0.115 |      756.664 |      756.779
       0.094 |     1008.573 |     1008.667
       0.095 |      168.714 |      168.809
     337.446 |     2028.608 |     2366.054
       0.111 |      506.208 |      506.319
       0.098 |     1368.280 |     1368.378
       0.107 |      661.256 |      661.363
       0.098 |      905.657 |      905.756
       0.103 |     1333.008 |     1333.111
       0.110 |      256.881 |      256.991
       0.104 |      957.342 |      957.446
       0.102 |      622.137 |      622.239
       0.106 |      200.192 |      200.298
       0.103 |      788.789 |      788.892
       0.039 |     1197.317 |     1197.356
       0.104 |      322.768 |      322.872
       0.098 |     1016.262 |     1016.360
       0.092 |     2986.930 |     2987.023
       0.104 |      996.787 |      996.891
       0.093 |      877.451 |      877.545
       0.110 |      990.952 |      991.062
       0.119 |      220.936 |      221.054
       0.096 |      530.839 |      530.936
       0.094 |      413.415 |      413.508
       0.086 |      203.103 |      203.189
       0.116 |      535.731 |      535.847
       0.089 |     1031.071 |     1031.160
       0.134 |      349.481 |      349.614
       0.117 |      590.546 |      590.663
       0.126 |      904.027 |      904.152
       0.126 |     1219.548 |     1219.674
       0.085 |      880.391 |      880.477
       0.091 |      346.425 |      346.516
       0.115 |      809.185 |      809.300
       0.081 |      442.395 |      442.476
       0.116 |     1589.588 |     1589.704
       0.121 |     1133.266 |     1133.387
       0.103 |      515.620 |      515.723
       0.121 |     1656.654 |     1656.775
       0.106 |     1570.870 |     1570.976
       0.111 |      252.522 |      252.633
       0.103 |     1335.899 |     1336.002
       0.125 |     2280.157 |     2280.282
       0.107 |      571.049 |      571.156
       0.104 |      569.554 |      569.659
       0.098 |      634.574 |      634.672
       0.096 |      769.851 |      769.947
       0.118 |      468.470 |      468.588
       0.127 |      476.740 |      476.868
       0.103 |      237.774 |      237.877
       0.110 |      819.728 |      819.838
       0.108 |      183.530 |      183.638
       0.107 |      243.983 |      244.091
       0.108 |      455.093 |      455.201
       0.106 |      517.841 |      517.946
       0.096 |      343.342 |      343.438
       0.129 |     2168.152 |     2168.281
       0.117 |      470.880 |      470.997
       0.107 |      205.257 |      205.364
       0.113 |      770.998 |      771.111
       0.106 |      805.269 |      805.375
       0.126 |     1026.787 |     1026.913
       0.121 |     1197.501 |     1197.622
       0.075 |      458.401 |      458.477
       0.083 |     1809.850 |     1809.933
       0.087 |     1014.584 |     1014.671
       0.106 |      838.798 |      838.904
       0.114 |     1798.549 |     1798.664
       0.077 |      314.874 |      314.951
       0.112 |      634.885 |      634.997
       0.092 |      683.955 |      684.047
       0.106 |      454.797 |      454.904
       0.107 |      558.618 |      558.725
       0.110 |     1600.433 |     1600.543
       0.117 |      959.778 |      959.895
       0.110 |      702.542 |      702.652
       0.110 |     1315.630 |     1315.740
       0.075 |     1036.202 |     1036.277
       0.074 |     1153.075 |     1153.149
       0.085 |      294.868 |      294.953
       0.121 |     1333.271 |     1333.393
       0.113 |      455.594 |      455.707
       0.100 |      946.047 |      946.147
       0.110 |      858.480 |      858.590
      36.286 |      826.096 |      862.382
       0.108 |      818.482 |      818.590
       0.110 |     1711.008 |     1711.118
       0.098 |     2237.395 |     2237.492
       0.093 |      442.710 |      442.803
       0.083 |      700.351 |      700.433
       0.093 |     1790.111 |     1790.204
       0.078 |      566.915 |      566.993
       0.094 |      957.331 |      957.425
       0.070 |      867.300 |      867.369
       0.084 |     1080.226 |     1080.310
       0.084 |     1371.626 |     1371.710
       0.090 |     2168.798 |     2168.888
       0.080 |     1352.556 |     1352.636
       0.091 |     1647.150 |     1647.241
       0.069 |     1129.616 |     1129.685
       0.079 |     1980.369 |     1980.448
       0.076 |     2136.101 |     2136.177
       0.088 |     1399.689 |     1399.777
       0.085 |     1659.832 |     1659.917
       0.088 |     1793.735 |     1793.823
       0.132 |     2047.358 |     2047.490
       0.085 |     2392.088 |     2392.173
       0.105 |     1193.850 |     1193.955
       0.104 |     2776.800 |     2776.904
       0.122 |     2951.614 |     2951.736
       0.103 |     1635.554 |     1635.656
       0.095 |      453.403 |      453.498
       0.097 |     1797.744 |     1797.841
       0.104 |      841.427 |      841.530
       0.098 |      761.169 |      761.268
       0.074 |      731.280 |      731.354
       0.120 |     1015.548 |     1015.668
       0.125 |      932.966 |      933.090
       0.095 |     1068.871 |     1068.966
       0.107 |      175.497 |      175.604
       0.106 |      854.697 |      854.803
       0.073 |      266.132 |      266.204
       0.071 |      735.546 |      735.617
       0.104 |     1425.847 |     1425.951
       0.078 |      479.705 |      479.783
       0.101 |      387.992 |      388.094
       0.102 |      645.618 |      645.721
       0.105 |      548.410 |      548.514
       0.111 |      850.868 |      850.980
       0.073 |     1148.142 |     1148.215
       0.110 |      978.391 |      978.501
       0.103 |      502.688 |      502.791
       0.084 |      582.644 |      582.728
       0.074 |      972.304 |      972.378
       0.075 |     1402.273 |     1402.348
       0.107 |      563.925 |      564.032
       0.120 |     1188.273 |     1188.394
       0.108 |      317.717 |      317.825
       0.077 |      420.924 |      421.002
       0.116 |     1571.390 |     1571.506
       0.103 |      454.885 |      454.988
       0.112 |      291.185 |      291.297
       0.110 |      965.602 |      965.712
       0.094 |      977.382 |      977.477
       0.101 |      265.809 |      265.910
       0.107 |     1093.428 |     1093.535
       0.072 |     1529.272 |     1529.344
       0.103 |      271.539 |      271.642
       0.104 |     1093.429 |     1093.533
       0.116 |     1664.096 |     1664.212
       0.099 |      358.327 |      358.426
       0.106 |      641.517 |      641.623
       0.106 |      784.867 |      784.973
       0.100 |      472.479 |      472.579
       0.097 |     1585.744 |     1585.841
       0.116 |      281.294 |      281.410
       0.098 |      575.880 |      575.978
       0.111 |     1318.966 |     1319.077
       0.114 |      249.120 |      249.234
       0.092 |     1379.313 |     1379.406
       0.097 |      316.641 |      316.738
       0.098 |      636.473 |      636.571
       0.078 |      560.179 |      560.257
       0.089 |      144.929 |      145.018
       0.097 |     1234.753 |     1234.850
       0.080 |      589.071 |      589.151
       0.073 |      959.005 |      959.078
       0.099 |     1205.216 |     1205.315
       0.084 |      540.601 |      540.685
       0.094 |      428.658 |      428.752
       0.103 |      947.806 |      947.908
       0.114 |      644.418 |      644.532
       0.082 |      562.396 |      562.478
       0.106 |      529.611 |      529.717
       0.117 |     1167.603 |     1167.720
       0.108 |     2004.233 |     2004.340
       0.073 |     1811.197 |     1811.270
       0.095 |     2489.432 |     2489.527
       0.075 |      765.775 |      765.850
       0.097 |      538.429 |      538.526
       0.106 |      389.276 |      389.381
       0.077 |      806.434 |      806.511
       0.097 |      973.580 |      973.677
       0.071 |      371.057 |      371.128
       0.139 |     1123.024 |     1123.163
       0.103 |      490.507 |      490.610
       0.108 |      791.456 |      791.564
       0.076 |     1592.902 |     1592.977
       0.074 |      968.240 |      968.314
